company,plan_accepted,region,first_name,middle_name,last_name,degree,office_name,url,street_address,city,state,zip,phone,fax,speciality,npi.npi_id,npi.url,npi.search_url,npi.first_name,npi.middle_name,npi.last_name,npi.type,npi.street_address,npi.city,npi.state,npi.zip,npi.phone,npi.fax,npi.specialty,npi.full_address,accepting_new_patients
BCBS168,Blue Card PPO Basic168,PA168,Kaitlin168,M168,Blakeley168,,Novacare Rehabilitation168,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT168,3192 Green Garden Rd2,Aliquippa168,PA168,150178,(724) 378-82448,,Physical Therapist168,16495117838,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US168,KAITLIN168,,BLAKELEY168,Individual168,3044 W LIBERTY AVE2,PITTSBURGH168,PA168,15216-25628,412-572-32098,,Physical Therapist168,"3044 W LIBERTY AVE, PITTSBURGH2",FALSE168
BCBS169,Blue Card PPO Basic169,PA169,Kaitlin169,M169,Blakeley169,,Novacare Rehabilitation169,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT169,3193 Green Garden Rd1,Aliquippa169,PA169,150179,(724) 378-82449,,Physical Therapist169,16495117839,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US169,KAITLIN169,,BLAKELEY169,Individual169,3045 W LIBERTY AVE1,PITTSBURGH169,PA169,15216-25629,412-572-32099,,Physical Therapist169,"3045 W LIBERTY AVE, PITTSBURGH1",FALSE169
BCBS170,Blue Card PPO Basic170,PA170,Kaitlin170,M170,Blakeley170,,Novacare Rehabilitation170,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT170,3193 Green Garden Rd2,Aliquippa170,PA170,150180,(724) 378-82450,,Physical Therapist170,16495117840,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US170,KAITLIN170,,BLAKELEY170,Individual170,3045 W LIBERTY AVE2,PITTSBURGH170,PA170,15216-25630,412-572-32100,,Physical Therapist170,"3045 W LIBERTY AVE, PITTSBURGH2",FALSE170
BCBS171,Blue Card PPO Basic171,PA171,Kaitlin171,M171,Blakeley171,,Novacare Rehabilitation171,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT171,3194 Green Garden Rd1,Aliquippa171,PA171,150181,(724) 378-82451,,Physical Therapist171,16495117841,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US171,KAITLIN171,,BLAKELEY171,Individual171,3046 W LIBERTY AVE1,PITTSBURGH171,PA171,15216-25631,412-572-32101,,Physical Therapist171,"3046 W LIBERTY AVE, PITTSBURGH1",FALSE171
BCBS172,Blue Card PPO Basic172,PA172,Kaitlin172,M172,Blakeley172,,Novacare Rehabilitation172,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT172,3194 Green Garden Rd2,Aliquippa172,PA172,150182,(724) 378-82452,,Physical Therapist172,16495117842,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US172,KAITLIN172,,BLAKELEY172,Individual172,3046 W LIBERTY AVE2,PITTSBURGH172,PA172,15216-25632,412-572-32102,,Physical Therapist172,"3046 W LIBERTY AVE, PITTSBURGH2",FALSE172
BCBS173,Blue Card PPO Basic173,PA173,Kaitlin173,M173,Blakeley173,,Novacare Rehabilitation173,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT173,3195 Green Garden Rd1,Aliquippa173,PA173,150183,(724) 378-82453,,Physical Therapist173,16495117843,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US173,KAITLIN173,,BLAKELEY173,Individual173,3047 W LIBERTY AVE1,PITTSBURGH173,PA173,15216-25633,412-572-32103,,Physical Therapist173,"3047 W LIBERTY AVE, PITTSBURGH1",FALSE173
BCBS174,Blue Card PPO Basic174,PA174,Kaitlin174,M174,Blakeley174,,Novacare Rehabilitation174,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT174,3195 Green Garden Rd2,Aliquippa174,PA174,150184,(724) 378-82454,,Physical Therapist174,16495117844,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US174,KAITLIN174,,BLAKELEY174,Individual174,3047 W LIBERTY AVE2,PITTSBURGH174,PA174,15216-25634,412-572-32104,,Physical Therapist174,"3047 W LIBERTY AVE, PITTSBURGH2",FALSE174
BCBS175,Blue Card PPO Basic175,PA175,Kaitlin175,M175,Blakeley175,,Novacare Rehabilitation175,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT175,3196 Green Garden Rd1,Aliquippa175,PA175,150185,(724) 378-82455,,Physical Therapist175,16495117845,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US175,KAITLIN175,,BLAKELEY175,Individual175,3048 W LIBERTY AVE1,PITTSBURGH175,PA175,15216-25635,412-572-32105,,Physical Therapist175,"3048 W LIBERTY AVE, PITTSBURGH1",FALSE175
BCBS176,Blue Card PPO Basic176,PA176,Kaitlin176,M176,Blakeley176,,Novacare Rehabilitation176,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT176,3196 Green Garden Rd2,Aliquippa176,PA176,150186,(724) 378-82456,,Physical Therapist176,16495117846,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US176,KAITLIN176,,BLAKELEY176,Individual176,3048 W LIBERTY AVE2,PITTSBURGH176,PA176,15216-25636,412-572-32106,,Physical Therapist176,"3048 W LIBERTY AVE, PITTSBURGH2",FALSE176
BCBS177,Blue Card PPO Basic177,PA177,Kaitlin177,M177,Blakeley177,,Novacare Rehabilitation177,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT177,3197 Green Garden Rd1,Aliquippa177,PA177,150187,(724) 378-82457,,Physical Therapist177,16495117847,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US177,KAITLIN177,,BLAKELEY177,Individual177,3049 W LIBERTY AVE1,PITTSBURGH177,PA177,15216-25637,412-572-32107,,Physical Therapist177,"3049 W LIBERTY AVE, PITTSBURGH1",FALSE177
BCBS178,Blue Card PPO Basic178,PA178,Kaitlin178,M178,Blakeley178,,Novacare Rehabilitation178,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT178,3197 Green Garden Rd2,Aliquippa178,PA178,150188,(724) 378-82458,,Physical Therapist178,16495117848,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US178,KAITLIN178,,BLAKELEY178,Individual178,3049 W LIBERTY AVE2,PITTSBURGH178,PA178,15216-25638,412-572-32108,,Physical Therapist178,"3049 W LIBERTY AVE, PITTSBURGH2",FALSE178
BCBS179,Blue Card PPO Basic179,PA179,Kaitlin179,M179,Blakeley179,,Novacare Rehabilitation179,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT179,3198 Green Garden Rd1,Aliquippa179,PA179,150189,(724) 378-82459,,Physical Therapist179,16495117849,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US179,KAITLIN179,,BLAKELEY179,Individual179,3050 W LIBERTY AVE1,PITTSBURGH179,PA179,15216-25639,412-572-32109,,Physical Therapist179,"3050 W LIBERTY AVE, PITTSBURGH1",FALSE179
BCBS180,Blue Card PPO Basic180,PA180,Kaitlin180,M180,Blakeley180,,Novacare Rehabilitation180,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT180,3198 Green Garden Rd2,Aliquippa180,PA180,150190,(724) 378-82460,,Physical Therapist180,16495117850,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US180,KAITLIN180,,BLAKELEY180,Individual180,3050 W LIBERTY AVE2,PITTSBURGH180,PA180,15216-25640,412-572-32110,,Physical Therapist180,"3050 W LIBERTY AVE, PITTSBURGH2",FALSE180
BCBS181,Blue Card PPO Basic181,PA181,Kaitlin181,M181,Blakeley181,,Novacare Rehabilitation181,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT181,3199 Green Garden Rd1,Aliquippa181,PA181,150191,(724) 378-82461,,Physical Therapist181,16495117851,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US181,KAITLIN181,,BLAKELEY181,Individual181,3051 W LIBERTY AVE1,PITTSBURGH181,PA181,15216-25641,412-572-32111,,Physical Therapist181,"3051 W LIBERTY AVE, PITTSBURGH1",FALSE181
BCBS182,Blue Card PPO Basic182,PA182,Kaitlin182,M182,Blakeley182,,Novacare Rehabilitation182,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT182,3199 Green Garden Rd2,Aliquippa182,PA182,150192,(724) 378-82462,,Physical Therapist182,16495117852,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US182,KAITLIN182,,BLAKELEY182,Individual182,3051 W LIBERTY AVE2,PITTSBURGH182,PA182,15216-25642,412-572-32112,,Physical Therapist182,"3051 W LIBERTY AVE, PITTSBURGH2",FALSE182
BCBS183,Blue Card PPO Basic183,PA183,Kaitlin183,M183,Blakeley183,,Novacare Rehabilitation183,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT183,3200 Green Garden Rd1,Aliquippa183,PA183,150193,(724) 378-82463,,Physical Therapist183,16495117853,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US183,KAITLIN183,,BLAKELEY183,Individual183,3052 W LIBERTY AVE1,PITTSBURGH183,PA183,15216-25643,412-572-32113,,Physical Therapist183,"3052 W LIBERTY AVE, PITTSBURGH1",FALSE183
BCBS184,Blue Card PPO Basic184,PA184,Kaitlin184,M184,Blakeley184,,Novacare Rehabilitation184,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT184,3200 Green Garden Rd2,Aliquippa184,PA184,150194,(724) 378-82464,,Physical Therapist184,16495117854,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US184,KAITLIN184,,BLAKELEY184,Individual184,3052 W LIBERTY AVE2,PITTSBURGH184,PA184,15216-25644,412-572-32114,,Physical Therapist184,"3052 W LIBERTY AVE, PITTSBURGH2",FALSE184
BCBS185,Blue Card PPO Basic185,PA185,Kaitlin185,M185,Blakeley185,,Novacare Rehabilitation185,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT185,3201 Green Garden Rd1,Aliquippa185,PA185,150195,(724) 378-82465,,Physical Therapist185,16495117855,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US185,KAITLIN185,,BLAKELEY185,Individual185,3053 W LIBERTY AVE1,PITTSBURGH185,PA185,15216-25645,412-572-32115,,Physical Therapist185,"3053 W LIBERTY AVE, PITTSBURGH1",FALSE185
BCBS186,Blue Card PPO Basic186,PA186,Kaitlin186,M186,Blakeley186,,Novacare Rehabilitation186,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT186,3201 Green Garden Rd2,Aliquippa186,PA186,150196,(724) 378-82466,,Physical Therapist186,16495117856,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US186,KAITLIN186,,BLAKELEY186,Individual186,3053 W LIBERTY AVE2,PITTSBURGH186,PA186,15216-25646,412-572-32116,,Physical Therapist186,"3053 W LIBERTY AVE, PITTSBURGH2",FALSE186
BCBS187,Blue Card PPO Basic187,PA187,Kaitlin187,M187,Blakeley187,,Novacare Rehabilitation187,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT187,3202 Green Garden Rd1,Aliquippa187,PA187,150197,(724) 378-82467,,Physical Therapist187,16495117857,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US187,KAITLIN187,,BLAKELEY187,Individual187,3054 W LIBERTY AVE1,PITTSBURGH187,PA187,15216-25647,412-572-32117,,Physical Therapist187,"3054 W LIBERTY AVE, PITTSBURGH1",FALSE187
BCBS188,Blue Card PPO Basic188,PA188,Kaitlin188,M188,Blakeley188,,Novacare Rehabilitation188,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT188,3202 Green Garden Rd2,Aliquippa188,PA188,150198,(724) 378-82468,,Physical Therapist188,16495117858,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US188,KAITLIN188,,BLAKELEY188,Individual188,3054 W LIBERTY AVE2,PITTSBURGH188,PA188,15216-25648,412-572-32118,,Physical Therapist188,"3054 W LIBERTY AVE, PITTSBURGH2",FALSE188
BCBS189,Blue Card PPO Basic189,PA189,Kaitlin189,M189,Blakeley189,,Novacare Rehabilitation189,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT189,3203 Green Garden Rd1,Aliquippa189,PA189,150199,(724) 378-82469,,Physical Therapist189,16495117859,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US189,KAITLIN189,,BLAKELEY189,Individual189,3055 W LIBERTY AVE1,PITTSBURGH189,PA189,15216-25649,412-572-32119,,Physical Therapist189,"3055 W LIBERTY AVE, PITTSBURGH1",FALSE189
BCBS190,Blue Card PPO Basic190,PA190,Kaitlin190,M190,Blakeley190,,Novacare Rehabilitation190,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT190,3203 Green Garden Rd2,Aliquippa190,PA190,150200,(724) 378-82470,,Physical Therapist190,16495117860,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US190,KAITLIN190,,BLAKELEY190,Individual190,3055 W LIBERTY AVE2,PITTSBURGH190,PA190,15216-25650,412-572-32120,,Physical Therapist190,"3055 W LIBERTY AVE, PITTSBURGH2",FALSE190
BCBS191,Blue Card PPO Basic191,PA191,Kaitlin191,M191,Blakeley191,,Novacare Rehabilitation191,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT191,3204 Green Garden Rd1,Aliquippa191,PA191,150201,(724) 378-82471,,Physical Therapist191,16495117861,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US191,KAITLIN191,,BLAKELEY191,Individual191,3056 W LIBERTY AVE1,PITTSBURGH191,PA191,15216-25651,412-572-32121,,Physical Therapist191,"3056 W LIBERTY AVE, PITTSBURGH1",FALSE191
BCBS192,Blue Card PPO Basic192,PA192,Kaitlin192,M192,Blakeley192,,Novacare Rehabilitation192,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT192,3204 Green Garden Rd2,Aliquippa192,PA192,150202,(724) 378-82472,,Physical Therapist192,16495117862,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US192,KAITLIN192,,BLAKELEY192,Individual192,3056 W LIBERTY AVE2,PITTSBURGH192,PA192,15216-25652,412-572-32122,,Physical Therapist192,"3056 W LIBERTY AVE, PITTSBURGH2",FALSE192
BCBS193,Blue Card PPO Basic193,PA193,Kaitlin193,M193,Blakeley193,,Novacare Rehabilitation193,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT193,3205 Green Garden Rd1,Aliquippa193,PA193,150203,(724) 378-82473,,Physical Therapist193,16495117863,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US193,KAITLIN193,,BLAKELEY193,Individual193,3057 W LIBERTY AVE1,PITTSBURGH193,PA193,15216-25653,412-572-32123,,Physical Therapist193,"3057 W LIBERTY AVE, PITTSBURGH1",FALSE193
BCBS194,Blue Card PPO Basic194,PA194,Kaitlin194,M194,Blakeley194,,Novacare Rehabilitation194,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT194,3205 Green Garden Rd2,Aliquippa194,PA194,150204,(724) 378-82474,,Physical Therapist194,16495117864,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US194,KAITLIN194,,BLAKELEY194,Individual194,3057 W LIBERTY AVE2,PITTSBURGH194,PA194,15216-25654,412-572-32124,,Physical Therapist194,"3057 W LIBERTY AVE, PITTSBURGH2",FALSE194
BCBS195,Blue Card PPO Basic195,PA195,Kaitlin195,M195,Blakeley195,,Novacare Rehabilitation195,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT195,3206 Green Garden Rd1,Aliquippa195,PA195,150205,(724) 378-82475,,Physical Therapist195,16495117865,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US195,KAITLIN195,,BLAKELEY195,Individual195,3058 W LIBERTY AVE1,PITTSBURGH195,PA195,15216-25655,412-572-32125,,Physical Therapist195,"3058 W LIBERTY AVE, PITTSBURGH1",FALSE195
BCBS196,Blue Card PPO Basic196,PA196,Kaitlin196,M196,Blakeley196,,Novacare Rehabilitation196,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT196,3206 Green Garden Rd2,Aliquippa196,PA196,150206,(724) 378-82476,,Physical Therapist196,16495117866,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US196,KAITLIN196,,BLAKELEY196,Individual196,3058 W LIBERTY AVE2,PITTSBURGH196,PA196,15216-25656,412-572-32126,,Physical Therapist196,"3058 W LIBERTY AVE, PITTSBURGH2",FALSE196
BCBS197,Blue Card PPO Basic197,PA197,Kaitlin197,M197,Blakeley197,,Novacare Rehabilitation197,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT197,3207 Green Garden Rd1,Aliquippa197,PA197,150207,(724) 378-82477,,Physical Therapist197,16495117867,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US197,KAITLIN197,,BLAKELEY197,Individual197,3059 W LIBERTY AVE1,PITTSBURGH197,PA197,15216-25657,412-572-32127,,Physical Therapist197,"3059 W LIBERTY AVE, PITTSBURGH1",FALSE197
BCBS198,Blue Card PPO Basic198,PA198,Kaitlin198,M198,Blakeley198,,Novacare Rehabilitation198,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT198,3207 Green Garden Rd2,Aliquippa198,PA198,150208,(724) 378-82478,,Physical Therapist198,16495117868,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US198,KAITLIN198,,BLAKELEY198,Individual198,3059 W LIBERTY AVE2,PITTSBURGH198,PA198,15216-25658,412-572-32128,,Physical Therapist198,"3059 W LIBERTY AVE, PITTSBURGH2",FALSE198
BCBS199,Blue Card PPO Basic199,PA199,Kaitlin199,M199,Blakeley199,,Novacare Rehabilitation199,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT199,3208 Green Garden Rd1,Aliquippa199,PA199,150209,(724) 378-82479,,Physical Therapist199,16495117869,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US199,KAITLIN199,,BLAKELEY199,Individual199,3060 W LIBERTY AVE1,PITTSBURGH199,PA199,15216-25659,412-572-32129,,Physical Therapist199,"3060 W LIBERTY AVE, PITTSBURGH1",FALSE199
BCBS200,Blue Card PPO Basic200,PA200,Kaitlin200,M200,Blakeley200,,Novacare Rehabilitation200,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT200,3208 Green Garden Rd2,Aliquippa200,PA200,150210,(724) 378-82480,,Physical Therapist200,16495117870,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US200,KAITLIN200,,BLAKELEY200,Individual200,3060 W LIBERTY AVE2,PITTSBURGH200,PA200,15216-25660,412-572-32130,,Physical Therapist200,"3060 W LIBERTY AVE, PITTSBURGH2",FALSE200
BCBS201,Blue Card PPO Basic201,PA201,Kaitlin201,M201,Blakeley201,,Novacare Rehabilitation201,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT201,3209 Green Garden Rd1,Aliquippa201,PA201,150211,(724) 378-82481,,Physical Therapist201,16495117871,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US201,KAITLIN201,,BLAKELEY201,Individual201,3061 W LIBERTY AVE1,PITTSBURGH201,PA201,15216-25661,412-572-32131,,Physical Therapist201,"3061 W LIBERTY AVE, PITTSBURGH1",FALSE201
BCBS202,Blue Card PPO Basic202,PA202,Kaitlin202,M202,Blakeley202,,Novacare Rehabilitation202,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT202,3209 Green Garden Rd2,Aliquippa202,PA202,150212,(724) 378-82482,,Physical Therapist202,16495117872,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US202,KAITLIN202,,BLAKELEY202,Individual202,3061 W LIBERTY AVE2,PITTSBURGH202,PA202,15216-25662,412-572-32132,,Physical Therapist202,"3061 W LIBERTY AVE, PITTSBURGH2",FALSE202
BCBS203,Blue Card PPO Basic203,PA203,Kaitlin203,M203,Blakeley203,,Novacare Rehabilitation203,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT203,3210 Green Garden Rd1,Aliquippa203,PA203,150213,(724) 378-82483,,Physical Therapist203,16495117873,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US203,KAITLIN203,,BLAKELEY203,Individual203,3062 W LIBERTY AVE1,PITTSBURGH203,PA203,15216-25663,412-572-32133,,Physical Therapist203,"3062 W LIBERTY AVE, PITTSBURGH1",FALSE203
BCBS204,Blue Card PPO Basic204,PA204,Kaitlin204,M204,Blakeley204,,Novacare Rehabilitation204,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT204,3210 Green Garden Rd2,Aliquippa204,PA204,150214,(724) 378-82484,,Physical Therapist204,16495117874,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US204,KAITLIN204,,BLAKELEY204,Individual204,3062 W LIBERTY AVE2,PITTSBURGH204,PA204,15216-25664,412-572-32134,,Physical Therapist204,"3062 W LIBERTY AVE, PITTSBURGH2",FALSE204
BCBS205,Blue Card PPO Basic205,PA205,Kaitlin205,M205,Blakeley205,,Novacare Rehabilitation205,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT205,3211 Green Garden Rd1,Aliquippa205,PA205,150215,(724) 378-82485,,Physical Therapist205,16495117875,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US205,KAITLIN205,,BLAKELEY205,Individual205,3063 W LIBERTY AVE1,PITTSBURGH205,PA205,15216-25665,412-572-32135,,Physical Therapist205,"3063 W LIBERTY AVE, PITTSBURGH1",FALSE205
BCBS206,Blue Card PPO Basic206,PA206,Kaitlin206,M206,Blakeley206,,Novacare Rehabilitation206,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT206,3211 Green Garden Rd2,Aliquippa206,PA206,150216,(724) 378-82486,,Physical Therapist206,16495117876,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117672,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US206,KAITLIN206,,BLAKELEY206,Individual206,3063 W LIBERTY AVE2,PITTSBURGH206,PA206,15216-25666,412-572-32136,,Physical Therapist206,"3063 W LIBERTY AVE, PITTSBURGH2",FALSE206
BCBS207,Blue Card PPO Basic207,PA207,Kaitlin207,M207,Blakeley207,,Novacare Rehabilitation207,http://provider.bcbs.com/provider/id/1310837/name/Kaitlin-M-Blakeley-PT207,3212 Green Garden Rd1,Aliquippa207,PA207,150217,(724) 378-82487,,Physical Therapist207,16495117877,https://npiregistry.cms.hhs.gov/registry/provider-view/16495117671,https://npiregistry.cms.hhs.gov/registry/search-results-table?first_name=Kaitlin&state=PA&last_name=Blakeley&country_code=US207,KAITLIN207,,BLAKELEY207,Individual207,3064 W LIBERTY AVE1,PITTSBURGH207,PA207,15216-25667,412-572-32137,,Physical Therapist207,"3064 W LIBERTY AVE, PITTSBURGH1",FALSE207
